1	5320	0.9375000	0.0625000
1	5325	0.9375000	0.0625000
1	5326	0.9375000	0.0625000
1	5344	0.9090909	0.0909091
1	6051	0.9777778	0.0222222
1	43123	0.9807692	0.0192308
1	82692	0.9259259	0.0740741
1	82694	0.8928571	0.1071429
1	95485	0.4390244	0.5609756
1	95666	0.9148936	0.0851064
1	100649	0.2631579	0.7368421
1	101655	0.9622642	0.0377358
1	102378	0.9583333	0.0416667
1	102493	0.1851852	0.8148148
1	107519	0.1818182	0.8181818
1	107741	0.1818182	0.8181818
1	107823	0.8181818	0.1818182
1	109146	0.3529412	0.6470588
1	111635	0.8333333	0.1666667
1	111774	0.3518519	0.6481481
1	112818	0.8363636	0.1636364
1	113081	0.8333333	0.1666667
1	113096	0.9574468	0.0425532
1	113102	0.8653846	0.1346154
1	113105	0.8490566	0.1509434
1	114473	0.1851852	0.8148148
1	114559	0.3584906	0.6415094
1	114724	0.3518519	0.6481481
1	120106	0.6851852	0.3148148
1	120313	0.8000000	0.2000000
1	120492	0.8076923	0.1923077
1	120746	0.8518519	0.1481481
1	125303	0.5660377	0.4339623
1	126961	0.6226415	0.3773585
1	128035	0.6226415	0.3773585
1	130339	0.8148148	0.1851852
1	132574	0.6603774	0.3396226
1	133060	0.8269231	0.1730769
1	136422	0.8113208	0.1886792
1	138823	0.6666667	0.3333333
1	139191	0.0185185	0.9814815
1	141594	0.6481481	0.3518519
1	144729	0.8363636	0.1636364
1	144870	0.3888889	0.6111111
1	144877	0.3888889	0.6111111
1	145515	0.5849057	0.4150943
1	145560	0.5849057	0.4150943
1	149598	0.9259259	0.0740741
1	150098	0.7169811	0.2830189
1	150836	0.9259259	0.0740741
1	151121	0.2666667	0.7333333
1	151184	0.0810811	0.9189189
1	151260	0.9636364	0.0363636
1	152123	0.9636364	0.0363636
1	154512	0.9272727	0.0727273
1	154695	0.9454545	0.0545455
1	155460	0.1454545	0.8545455
1	155811	0.0727273	0.9272727
1	155877	0.0727273	0.9272727
1	155895	0.0727273	0.9272727
1	155939	0.0727273	0.9272727
1	155977	0.1272727	0.8727273
1	155978	0.1272727	0.8727273
1	156530	0.3636364	0.6363636
1	156739	0.9272727	0.0727273
1	157128	0.9818182	0.0181818
1	157146	0.9000000	0.1000000
1	157160	0.9454545	0.0545455
1	157163	0.9454545	0.0545455
1	157200	0.1296296	0.8703704
1	157492	0.1296296	0.8703704
1	158384	0.9818182	0.0181818
1	158745	0.3396226	0.6603774
1	158952	0.0363636	0.9636364
1	158957	0.1454545	0.8545455
1	159266	0.1090909	0.8909091
1	161865	0.2641509	0.7358491
1	161885	0.7884615	0.2115385
1	162384	0.8490566	0.1509434
1	162765	0.9636364	0.0363636
1	163145	0.2000000	0.8000000
1	164024	0.2000000	0.8000000
1	165019	0.1272727	0.8727273
1	165214	0.1090909	0.8909091
1	165588	0.1090909	0.8909091
1	166815	0.3962264	0.6037736
1	167312	0.1636364	0.8363636
1	167583	0.2727273	0.7272727
1	167899	0.8333333	0.1666667
1	178146	0.4716981	0.5283019
1	178474	0.9814815	0.0185185
1	178479	0.9259259	0.0740741
1	179265	0.9444444	0.0555556
1	179346	0.0185185	0.9814815
1	179347	0.0185185	0.9814815
1	179439	0.0909091	0.9090909
1	179952	0.0909091	0.9090909
1	180054	0.9400000	0.0600000
1	180056	0.0784314	0.9215686
1	180061	0.9800000	0.0200000
1	180062	0.9795918	0.0204082
1	180068	0.9782609	0.0217391
1	180069	0.9782609	0.0217391
1	180071	0.9772727	0.0227273
1	180073	0.0250000	0.9750000
1	180075	0.0250000	0.9750000
1	180076	0.0250000	0.9750000
1	180077	0.0250000	0.9750000
1	180078	0.0250000	0.9750000
1	180192	0.0196078	0.9803922
1	180217	0.0192308	0.9807692
1	180233	0.0208333	0.9791667
1	180264	0.0185185	0.9814815
1	180267	0.9814815	0.0185185
1	180270	0.0185185	0.9814815
1	180277	0.9814815	0.0185185
1	180285	0.9814815	0.0185185
1	180288	0.9259259	0.0740741
1	180297	0.9074074	0.0925926
1	180299	0.9074074	0.0925926
1	180304	0.9074074	0.0925926
1	180305	0.9074074	0.0925926
1	180306	0.9074074	0.0925926
1	180309	0.9444444	0.0555556
1	180311	0.9074074	0.0925926
1	180314	0.9814815	0.0185185
1	180317	0.9444444	0.0555556
1	180328	0.0555556	0.9444444
1	180333	0.0545455	0.9454545
1	180379	0.0545455	0.9454545
1	180554	0.9818182	0.0181818
1	181575	0.0727273	0.9272727
1	181659	0.9272727	0.0727273
1	181781	0.9215686	0.0784314
1	182927	0.9444444	0.0555556
1	183856	0.9803922	0.0196078
1	183857	0.9803922	0.0196078
1	183929	0.9811321	0.0188679
1	183969	0.9454545	0.0545455
1	183984	0.9818182	0.0181818
1	183986	0.1111111	0.8888889
1	184121	0.9811321	0.0188679
1	190739	0.8888889	0.1111111
1	192164	0.9245283	0.0754717
1	192980	0.9245283	0.0754717
1	192986	0.9423077	0.0576923
1	193299	0.0925926	0.9074074
1	194477	0.9056604	0.0943396
1	196974	0.9272727	0.0727273
1	197733	0.9818182	0.0181818
1	198459	0.5471698	0.4528302
1	198473	0.5471698	0.4528302
1	199237	0.5961538	0.4038462
1	199322	0.9272727	0.0727273
1	199768	0.7058824	0.2941176
1	205066	0.5849057	0.4150943
1	207645	0.7843137	0.2156863
1	208014	0.3269231	0.6730769
1	209025	0.9814815	0.0185185
1	211032	0.8888889	0.1111111
1	211568	0.4629630	0.5370370
1	222141	0.9636364	0.0363636
1	222225	0.9811321	0.0188679
1	222888	0.5283019	0.4716981
1	223974	0.9818182	0.0181818
1	226913	0.0370370	0.9629630
1	228823	0.9636364	0.0363636
1	231656	0.5849057	0.4150943
1	238688	0.0555556	0.9444444
1	239511	0.3461538	0.6538462
1	239675	0.7358491	0.2641509
1	239889	0.3396226	0.6603774
1	240279	0.3269231	0.6730769
1	240391	0.9433962	0.0566038
1	242289	0.9444444	0.0555556
1	244409	0.7358491	0.2641509
1	244555	0.7358491	0.2641509
1	245628	0.7358491	0.2641509
1	247186	0.8909091	0.1090909
1	251409	0.8518519	0.1481481
1	251519	0.7272727	0.2727273
1	254582	0.8113208	0.1886792
1	256003	0.8490566	0.1509434
1	256817	0.8000000	0.2000000
1	257007	0.5740741	0.4259259
1	257086	0.7169811	0.2830189
1	257453	0.8444444	0.1555556
1	257463	0.7450980	0.2549020
1	263421	0.6538462	0.3461538
1	265938	0.4716981	0.5283019
1	266480	0.1481481	0.8518519
1	267258	0.8518519	0.1481481
1	267970	0.7272727	0.2727273
1	269064	0.8679245	0.1320755
1	269132	0.9622642	0.0377358
1	269190	0.2307692	0.7692308
1	273364	0.5769231	0.4230769
1	274864	0.7169811	0.2830189
1	275655	0.6200000	0.3800000
1	275794	0.9245283	0.0754717
1	277425	0.9259259	0.0740741
1	280085	0.9230769	0.0769231
1	281975	0.2727273	0.7272727
1	282004	0.2727273	0.7272727
1	282527	0.7000000	0.3000000
1	283144	0.8888889	0.1111111
1	300532	0.8703704	0.1296296
1	305704	0.6481481	0.3518519
1	307168	0.8333333	0.1666667
1	307689	0.8333333	0.1666667
1	308385	0.3725490	0.6274510
1	318225	0.0925926	0.9074074
1	319228	0.7818182	0.2181818
1	319390	0.7735849	0.2264151
1	323015	0.9230769	0.0769231
1	323279	0.0925926	0.9074074
1	323598	0.7735849	0.2264151
1	323640	0.9074074	0.0925926
1	323820	0.5090909	0.4909091
1	324629	0.9074074	0.0925926
1	327113	0.9056604	0.0943396
1	330705	0.7647059	0.2352941
1	331563	0.2549020	0.7450980
1	332415	0.2407407	0.7592593
1	339432	0.3461538	0.6538462
1	339436	0.3461538	0.6538462
1	339504	0.2264151	0.7735849
1	340538	0.5625000	0.4375000
1	340540	0.5625000	0.4375000
1	341094	0.9803922	0.0196078
1	341095	0.9245283	0.0754717
1	341101	0.9433962	0.0566038
1	343219	0.8703704	0.1296296
1	349253	0.9259259	0.0740741
1	349474	0.4897959	0.5102041
1	349530	0.6603774	0.3396226
1	353274	0.7924528	0.2075472
1	353856	0.5416667	0.4583333
1	353866	0.4117647	0.5882353
1	353867	0.4054054	0.5945946
1	353874	0.2200000	0.7800000
1	353877	0.2391304	0.7608696
1	354286	0.8113208	0.1886792
1	356119	0.9056604	0.0943396
1	374504	0.0555556	0.9444444
1	384427	0.3653846	0.6346154
1	388752	0.2264151	0.7735849
1	390096	0.9607843	0.0392157
1	390099	0.9074074	0.0925926
1	390126	0.9245283	0.0754717
1	390131	0.8909091	0.1090909
1	391203	0.9629630	0.0370370
1	391205	0.9454545	0.0545455
1	391329	0.9454545	0.0545455
1	391896	0.4857143	0.5142857
1	392909	0.9454545	0.0545455
1	394916	0.7358491	0.2641509
1	397254	0.4000000	0.6000000
1	398238	0.9444444	0.0555556
1	401111	0.8113208	0.1886792
1	401580	0.9622642	0.0377358
1	401581	0.9622642	0.0377358
1	410642	0.6481481	0.3518519
1	414222	0.5740741	0.4259259
1	414870	0.4545455	0.5454545
1	418995	0.5370370	0.4629630
1	420268	0.6851852	0.3148148
1	421974	0.7090909	0.2909091
1	425069	0.9636364	0.0363636
1	425332	0.6363636	0.3636364
1	426978	0.7560976	0.2439024
1	427263	0.5818182	0.4181818
1	431899	0.9629630	0.0370370
1	431943	0.9629630	0.0370370
1	433497	0.7547170	0.2452830
1	434014	0.9272727	0.0727273
1	434295	0.9183673	0.0816327
1	435053	0.5636364	0.4363636
1	438835	0.7407407	0.2592593
1	465296	0.3773585	0.6226415
1	465699	0.3877551	0.6122449
1	466034	0.3921569	0.6078431
1	467351	0.9807692	0.0192308
1	472117	0.9811321	0.0188679
1	472576	0.0200000	0.9800000
1	472583	0.0204082	0.9795918
